Waktu_Laptop,Waktu_Boot_ESP32_ms,Ketinggian_m,Pitch_deg,Roll_deg
2026-05-21 10:28:41,4980266, Ketinggian (Altitude) : 1982.68, Kemiringan (pitch) : -7.30, Kemiringan (roll) : 5.67
2026-05-21 10:28:42,4981270, Ketinggian (Altitude) : 1982.55, Kemiringan (pitch) : 2.02, Kemiringan (roll) : 12.64
2026-05-21 10:28:43,4982274, Ketinggian (Altitude) : 1982.39, Kemiringan (pitch) : -7.49, Kemiringan (roll) : 16.00
2026-05-21 10:28:44,4983278, Ketinggian (Altitude) : 1982.25, Kemiringan (pitch) : -7.82, Kemiringan (roll) : 11.29
2026-05-21 10:28:45,4984282, Ketinggian (Altitude) : 1982.14, Kemiringan (pitch) : 7.43, Kemiringan (roll) : 15.70
2026-05-21 10:28:46,4985286, Ketinggian (Altitude) : 1982.02, Kemiringan (pitch) : -0.59, Kemiringan (roll) : 7.81
2026-05-21 10:28:47,4986290, Ketinggian (Altitude) : 1981.94, Kemiringan (pitch) : -3.13, Kemiringan (roll) : 11.17
2026-05-21 10:28:48,4987294, Ketinggian (Altitude) : 1981.82, Kemiringan (pitch) : -5.06, Kemiringan (roll) : 12.26
2026-05-21 10:28:49,4988298, Ketinggian (Altitude) : 1981.79, Kemiringan (pitch) : -8.72, Kemiringan (roll) : -0.44
2026-05-21 10:28:50,4989302, Ketinggian (Altitude) : 1981.71, Kemiringan (pitch) : -5.47, Kemiringan (roll) : -0.22
2026-05-21 10:28:51,4990306, Ketinggian (Altitude) : 1981.60, Kemiringan (pitch) : 7.22, Kemiringan (roll) : 17.15
2026-05-21 10:28:52,4991310, Ketinggian (Altitude) : 1981.52, Kemiringan (pitch) : 2.27, Kemiringan (roll) : 2.78
2026-05-21 10:28:53,4992314, Ketinggian (Altitude) : 1981.46, Kemiringan (pitch) : -0.31, Kemiringan (roll) : 4.32
2026-05-21 10:28:54,4993318, Ketinggian (Altitude) : 1981.36, Kemiringan (pitch) : -1.47, Kemiringan (roll) : 6.81
2026-05-21 10:28:55,4994322, Ketinggian (Altitude) : 1981.33, Kemiringan (pitch) : 13.55, Kemiringan (roll) : 8.86
2026-05-21 10:28:56,4995326, Ketinggian (Altitude) : 1981.22, Kemiringan (pitch) : 8.71, Kemiringan (roll) : 9.54
2026-05-21 10:28:57,4996330, Ketinggian (Altitude) : 1981.20, Kemiringan (pitch) : -10.31, Kemiringan (roll) : 4.39
2026-05-21 10:28:58,4997334, Ketinggian (Altitude) : 1981.11, Kemiringan (pitch) : 5.98, Kemiringan (roll) : 5.30
2026-05-21 10:28:59,4998338, Ketinggian (Altitude) : 1981.05, Kemiringan (pitch) : -3.02, Kemiringan (roll) : 4.33
2026-05-21 10:29:00,4999342, Ketinggian (Altitude) : 1981.02, Kemiringan (pitch) : 0.88, Kemiringan (roll) : 2.89
2026-05-21 10:29:01,5000346, Ketinggian (Altitude) : 1980.97, Kemiringan (pitch) : 1.94, Kemiringan (roll) : 0.66
2026-05-21 10:29:02,5001350, Ketinggian (Altitude) : 1980.94, Kemiringan (pitch) : 5.74, Kemiringan (roll) : 3.08
2026-05-21 10:29:03,5002354, Ketinggian (Altitude) : 1980.91, Kemiringan (pitch) : -2.98, Kemiringan (roll) : 7.25
2026-05-21 10:29:04,5003358, Ketinggian (Altitude) : 1980.88, Kemiringan (pitch) : 11.14, Kemiringan (roll) : 13.42
2026-05-21 10:29:05,5004362, Ketinggian (Altitude) : 1980.85, Kemiringan (pitch) : -2.63, Kemiringan (roll) : 9.07
2026-05-21 10:29:06,5005366, Ketinggian (Altitude) : 1980.84, Kemiringan (pitch) : 12.70, Kemiringan (roll) : -0.29
2026-05-21 10:29:07,5006370, Ketinggian (Altitude) : 1980.81, Kemiringan (pitch) : 15.40, Kemiringan (roll) : 5.13
2026-05-21 10:29:08,5007374, Ketinggian (Altitude) : 1980.81, Kemiringan (pitch) : 0.54, Kemiringan (roll) : 4.86
2026-05-21 10:29:09,5008378, Ketinggian (Altitude) : 1980.81, Kemiringan (pitch) : -0.05, Kemiringan (roll) : 9.42
2026-05-21 10:29:10,5009382, Ketinggian (Altitude) : 1980.84, Kemiringan (pitch) : 14.86, Kemiringan (roll) : 4.64
2026-05-21 10:29:11,5010386, Ketinggian (Altitude) : 1980.84, Kemiringan (pitch) : 17.39, Kemiringan (roll) : 5.58
2026-05-21 10:29:12,5011390, Ketinggian (Altitude) : 1980.87, Kemiringan (pitch) : -6.70, Kemiringan (roll) : 12.22
2026-05-21 10:29:13,5012394, Ketinggian (Altitude) : 1980.90, Kemiringan (pitch) : -6.96, Kemiringan (roll) : 17.05
2026-05-21 10:29:14,5013398, Ketinggian (Altitude) : 1980.93, Kemiringan (pitch) : 10.69, Kemiringan (roll) : 6.57
2026-05-21 10:29:15,5014402, Ketinggian (Altitude) : 1980.95, Kemiringan (pitch) : -13.40, Kemiringan (roll) : 2.18
2026-05-21 10:29:16,5015406, Ketinggian (Altitude) : 1980.98, Kemiringan (pitch) : 12.55, Kemiringan (roll) : -7.88
2026-05-21 10:29:17,5016410, Ketinggian (Altitude) : 1981.01, Kemiringan (pitch) : -5.12, Kemiringan (roll) : 7.89
2026-05-21 10:29:18,5017414, Ketinggian (Altitude) : 1981.01, Kemiringan (pitch) : 21.08, Kemiringan (roll) : 6.55
2026-05-21 10:29:19,5018418, Ketinggian (Altitude) : 1981.04, Kemiringan (pitch) : 17.30, Kemiringan (roll) : -4.80
2026-05-21 10:29:20,5019422, Ketinggian (Altitude) : 1981.08, Kemiringan (pitch) : 9.40, Kemiringan (roll) : 5.26
2026-05-21 10:29:21,5020426, Ketinggian (Altitude) : 1981.11, Kemiringan (pitch) : -8.44, Kemiringan (roll) : -1.95
2026-05-21 10:29:22,5021430, Ketinggian (Altitude) : 1981.17, Kemiringan (pitch) : 1.76, Kemiringan (roll) : 0.20
2026-05-21 10:29:23,5022434, Ketinggian (Altitude) : 1981.21, Kemiringan (pitch) : 0.85, Kemiringan (roll) : 7.83
2026-05-21 10:29:24,5023438, Ketinggian (Altitude) : 1981.24, Kemiringan (pitch) : 13.76, Kemiringan (roll) : -14.37
2026-05-21 10:29:25,5024442, Ketinggian (Altitude) : 1981.30, Kemiringan (pitch) : 7.17, Kemiringan (roll) : -11.38
2026-05-21 10:29:26,5025446, Ketinggian (Altitude) : 1981.33, Kemiringan (pitch) : 19.89, Kemiringan (roll) : -20.79
2026-05-21 10:29:27,5026450, Ketinggian (Altitude) : 1981.39, Kemiringan (pitch) : -0.37, Kemiringan (roll) : -12.04
2026-05-21 10:29:28,5027454, Ketinggian (Altitude) : 1981.41, Kemiringan (pitch) : -11.02, Kemiringan (roll) : 3.29
2026-05-21 10:29:29,5028458, Ketinggian (Altitude) : 1981.43, Kemiringan (pitch) : 12.58, Kemiringan (roll) : -10.22
2026-05-21 10:29:30,5029462, Ketinggian (Altitude) : 1981.44, Kemiringan (pitch) : 14.48, Kemiringan (roll) : -3.72
2026-05-21 10:29:31,5030466, Ketinggian (Altitude) : 1981.47, Kemiringan (pitch) : 8.58, Kemiringan (roll) : 1.13
