Waktu_Laptop,Waktu_Boot_ESP32_ms,Ketinggian_m,Pitch_deg,Roll_deg
2026-05-21 11:02:31,7010354, Ketinggian (Altitude) : 1964.38, Kemiringan (pitch) : -0.26, Kemiringan (roll) : 1.42
2026-05-21 11:02:32,7011358, Ketinggian (Altitude) : 1964.02, Kemiringan (pitch) : 12.41, Kemiringan (roll) : 10.30
2026-05-21 11:02:33,7012362, Ketinggian (Altitude) : 1963.67, Kemiringan (pitch) : 11.97, Kemiringan (roll) : -5.74
2026-05-21 11:02:34,7013366, Ketinggian (Altitude) : 1963.35, Kemiringan (pitch) : -2.26, Kemiringan (roll) : 13.86
2026-05-21 11:02:35,7014370, Ketinggian (Altitude) : 1962.99, Kemiringan (pitch) : 11.60, Kemiringan (roll) : -1.48
2026-05-21 11:02:36,7015374, Ketinggian (Altitude) : 1962.64, Kemiringan (pitch) : 4.38, Kemiringan (roll) : -2.18
2026-05-21 11:02:37,7016378, Ketinggian (Altitude) : 1962.33, Kemiringan (pitch) : 17.30, Kemiringan (roll) : 1.80
2026-05-21 11:02:38,7017382, Ketinggian (Altitude) : 1961.98, Kemiringan (pitch) : 39.48, Kemiringan (roll) : -8.36
2026-05-21 11:02:39,7018386, Ketinggian (Altitude) : 1961.67, Kemiringan (pitch) : 19.77, Kemiringan (roll) : -12.79
2026-05-21 11:02:40,7019390, Ketinggian (Altitude) : 1961.35, Kemiringan (pitch) : 22.09, Kemiringan (roll) : 1.48
2026-05-21 11:02:41,7020394, Ketinggian (Altitude) : 1961.02, Kemiringan (pitch) : 20.04, Kemiringan (roll) : -3.86
2026-05-21 11:02:42,7021398, Ketinggian (Altitude) : 1960.88, Kemiringan (pitch) : 10.89, Kemiringan (roll) : 15.76
2026-05-21 11:02:43,7022402, Ketinggian (Altitude) : 1960.60, Kemiringan (pitch) : -17.76, Kemiringan (roll) : 5.55
2026-05-21 11:02:44,7023406, Ketinggian (Altitude) : 1960.34, Kemiringan (pitch) : 3.01, Kemiringan (roll) : 7.21
2026-05-21 11:02:45,7024410, Ketinggian (Altitude) : 1960.06, Kemiringan (pitch) : 21.04, Kemiringan (roll) : 18.57
2026-05-21 11:02:46,7025414, Ketinggian (Altitude) : 1959.83, Kemiringan (pitch) : 9.86, Kemiringan (roll) : -0.86
2026-05-21 11:02:47,7026418, Ketinggian (Altitude) : 1959.63, Kemiringan (pitch) : -7.35, Kemiringan (roll) : 0.40
2026-05-21 11:02:48,7027422, Ketinggian (Altitude) : 1959.43, Kemiringan (pitch) : 17.19, Kemiringan (roll) : 0.46
2026-05-21 11:02:49,7028426, Ketinggian (Altitude) : 1959.26, Kemiringan (pitch) : 19.99, Kemiringan (roll) : 2.99
2026-05-21 11:02:50,7029430, Ketinggian (Altitude) : 1959.12, Kemiringan (pitch) : 4.20, Kemiringan (roll) : 14.80
2026-05-21 11:02:51,7030434, Ketinggian (Altitude) : 1958.98, Kemiringan (pitch) : 16.00, Kemiringan (roll) : 3.99
2026-05-21 11:02:52,7031438, Ketinggian (Altitude) : 1958.86, Kemiringan (pitch) : 10.33, Kemiringan (roll) : 6.70
2026-05-21 11:02:53,7032442, Ketinggian (Altitude) : 1958.75, Kemiringan (pitch) : 9.44, Kemiringan (roll) : 9.38
2026-05-21 11:02:54,7033446, Ketinggian (Altitude) : 1958.63, Kemiringan (pitch) : 4.57, Kemiringan (roll) : -7.27
2026-05-21 11:02:55,7034450, Ketinggian (Altitude) : 1958.55, Kemiringan (pitch) : 8.63, Kemiringan (roll) : -2.19
2026-05-21 11:02:56,7035454, Ketinggian (Altitude) : 1958.43, Kemiringan (pitch) : 4.29, Kemiringan (roll) : 11.27
